Period,Org,Dst,Mkt Car,Stops,Seats,Miles,Blktm,Departures,Seats,Remove,ASMs
2015,REC,BSB,AD,0,118,1027,160,11,1298,,1333046
2015,REC,BSB,G3,0,164,1027,159,917,150742,,154812034
2015,REC,BSB,JJ,0,189,1027,160,1061,200748,,206168196
2015,REC,BSB,O6,0,148,1027,164,365,53876,,55330652
2015,REC,CNF,AD,0,115,999,153,781,90046,,89955954
2015,REC,CNF,G3,0,170,999,153,682,115810,,115694190
2015,REC,CWB,AD,0,118,1523,216,23,2714,,4133422
2015,REC,CWB,G3,0,144,1523,235,4,576,,877248
2015,REC,EZE,JJ,0,166,2374,323,49,8124,,19286376
2015,REC,FEN,AD,0,94,341,84,736,69232,,23608112
2015,REC,FEN,G3,0,144,341,68,417,60048,,20476368
2015,REC,FOR,AD,0,114,389,83,794,90560,,35227840
2015,REC,FOR,G3,0,164,389,77,1832,299662,,116568518
2015,REC,FOR,JJ,0,180,389,81,1006,181024,,70418336
2015,REC,FRA,DE,0,270,4786,596,52,14040,,67195440
2015,REC,GIG,AD,0,118,1154,184,7,826,,953204
2015,REC,GIG,G3,0,167,1154,182,1409,235292,,271526968
2015,REC,GIG,JJ,0,179,1154,176,1080,193540,,223345160
2015,REC,GIG,O6,0,146,1154,186,372,54474,,62862996
2015,REC,GRU,AD,0,118,1304,206,441,52038,,67857552
2015,REC,GRU,G3,0,168,1304,211,1744,293048,,382134592
2015,REC,GRU,JJ,0,204,1304,200,2547,520654,,678932816
2015,REC,GRU,O6,0,162,1304,209,1488,240828,,314039712
2015,REC,GYN,AD,0,108,1128,175,47,5090,,5741520
2015,REC,GYN,G3,0,144,1128,165,2,288,,324864
2015,REC,JDO,AD,0,70,304,95,2,140,,42560
2015,REC,JDO,JJ,0,144,304,67,148,21252,,6460608
2015,REC,LDB,AD,0,118,1501,205,5,590,,885590
2015,REC,LIS,TP,0,265,3636,455,336,89116,,324025776
2015,REC,MCZ,AD,0,70,112,51,760,53200,,5958400
2015,REC,MIA,AA,0,182,3840,500,265,48230,,185203200
2015,REC,NAT,AD,0,80,165,59,1009,81214,,13400310
2015,REC,NAT,G3,0,170,165,40,253,43010,,7096650
2015,REC,PNZ,AD,0,70,394,108,11,770,,303380
2015,REC,PNZ,G3,0,168,394,80,359,60380,,23789720
2015,REC,PNZ,O6,0,162,394,75,683,110562,,43561428
2015,REC,POA,G3,0,169,1840,242,36,6094,,11212960
2015,REC,PPB,AD,0,118,1464,200,31,3658,,5355312
2015,REC,PTY,CM,0,135,3281,439,209,28117,,92251877
2015,REC,RAI,VR,0,180,1773,261,19,3420,,6063660
2015,REC,RAO,AD,0,118,1241,189,49,5770,,7160570
2015,REC,SID,VR,0,197,1901,257,9,1770,,3364770
2015,REC,SLZ,AD,0,118,745,117,49,5782,,4307590
2015,REC,SLZ,G3,0,165,745,97,46,7612,,5670940
2015,REC,SSA,AD,0,117,402,84,1063,123934,,49821468
2015,REC,SSA,G3,0,153,402,75,1239,189492,,76175784
2015,REC,SSA,JJ,0,173,402,82,492,84942,,34146684
2015,REC,SSA,O6,0,162,402,79,1082,175140,,70406280
2015,REC,THE,AD,0,118,581,102,464,54680,,31769080
2015,REC,UDI,AD,0,118,1160,171,39,4602,,5338320
2015,REC,VCP,AD,0,131,1308,195,1125,147607,,193069956
2015,REC,VCP,G3,0,166,1308,196,48,7978,,10435224
2015,REC,VIX,G3,0,167,911,150,8,1334,,1215274
2015,REL,AEP,AR,0,126,701,110,1026,129512,,90787912
2015,REL,BHI,8R,0,34,349,90,362,12308,,4295492
2015,REL,CRD,8R,0,34,208,60,362,12308,,2560064
2015,REL,EZE,AR,0,161,681,110,213,34366,,23403246
2015,REL,FTE,AR,0,151,583,105,26,3936,,2294688
2015,REL,USH,AR,0,159,814,135,115,18324,,14915736
2015,RES,AEP,AR,0,136,491,85,1159,158110,,77632010
2015,RES,EZE,AR,0,96,509,80,4,384,,195456
2015,RGA,AEP,AR,0,147,1402,192,693,102044,,143065688
2015,RGA,EZE,AR,0,148,1382,192,37,5476,,7567832
2015,RGL,AEP,AR,0,134,1296,180,1100,147272,,190864512
2015,RGL,AEP,LA,0,156,1296,180,216,33672,,43638912
2015,RGL,CRD,AR,0,129,410,75,217,28084,,11514440
2015,RGL,MPN,LA,0,156,464,94,12,1872,,868608
2015,RGL,PUQ,LA,0,156,116,42,12,1872,,217152
2015,RGL,USH,AR,0,146,227,62,35,5120,,1162240
2015,RHD,AEP,AR,0,127,621,104,107,13564,,8423244
2015,RHD,EZE,AR,0,131,631,104,3,392,,247352
2015,RIA,GEL,NHG,0,19,103,40,215,4085,,420755
2015,RIA,POA,AD,0,70,152,49,434,30380,,4617760
2015,RIA,POA,NHG,0,19,152,54,394,7486,,1137872
2015,RIA,URG,NHG,0,19,200,75,179,3401,,680200
2015,RIB,CBB,Z8,0,50,443,70,4,200,,88600
2015,RIB,GYA,Z8,0,50,51,20,137,6850,,349350
2015,RIB,LPB,Z8,0,50,405,70,133,6650,,2693250
2015,RIB,TDD,8J,0,82,275,60,22,1804,,496100
2015,RIB,TDD,A4,0,19,275,70,194,3686,,1013650
2015,RIG,PET,NHG,0,19,26,17,573,10887,,283062
2015,RIG,POA,NHG,0,19,155,54,215,4085,,633175
2015,RLO,AEP,8R,0,34,418,100,55,1870,,781660
2015,RLO,VME,8R,0,34,92,30,53,1802,,165784
2015,ROO,BSB,2Z,0,72,453,105,100,7200,,3261600
2015,ROO,CGB,AD,0,70,113,47,448,31360,,3543680
2015,ROO,RAO,2Z,0,72,552,147,229,16488,,9101376
2015,ROO,VCP,AD,0,117,662,116,109,12706,,8411372
2015,ROS,AEP,8R,0,34,178,54,834,28356,,5047368
2015,ROS,AEP,AR,0,96,178,52,338,32448,,5775744
2015,ROS,BRC,AR,0,96,805,135,26,2496,,2009280
2015,ROS,COR,AR,0,126,228,55,356,44888,,10234464
2015,ROS,CRD,8R,0,34,957,314,61,2074,,1984818
2015,ROS,EZE,AR,0,97,184,54,347,33780,,6215520
2015,ROS,FTE,AR,0,137,1329,190,261,35770,,47538330
2015,ROS,GIG,G3,0,170,1275,170,52,8840,,11271000
2015,ROS,GRU,G3,0,156,1088,166,135,21052,,22904576
2015,ROS,GRU,JJ,0,165,1088,174,352,58212,,63334656
2015,ROS,IGR,AR,0,107,623,111,134,14384,,8961232
2015,ROS,MDQ,8R,0,34,391,100,3,102,,39882
2015,ROS,MDZ,AR,0,120,464,101,43,5180,,2403520
2015,ROS,PDP,8R,0,34,352,87,51,1734,,610368
2015,ROS,SFN,AR,0,96,82,28,5,480,,39360
2015,RSA,AEP,AR,0,96,358,70,79,7584,,2715072
2015,RSA,AFA,AR,0,96,270,73,198,19008,,5132160
2015,RSA,MDQ,AR,0,96,379,68,82,7872,,2983488
2015,RSD,GGT,UP,0,50,93,30,104,5200,,483600
2015,RSD,NAS,PL,0,19,81,18,938,17822,,1443582
2015,RSD,NAS,PNP,0,19,81,35,1095,20805,,1685205
2015,RSD,NAS,UP,0,50,81,30,627,31315,,2536515
2015,RVD,VCP,AD,0,57,433,120,269,15302,,6625766
2015,RVE,BGA,9R,0,46,92,48,80,3680,,338560
2015,RVE,BOG,9R,0,46,220,78,143,6634,,1459480
2015,RVE,TME,9R,0,46,35,31,12,552,,19320
2015,SAB,EUX,WM,0,19,19,14,4,76,,1444
2015,SAB,SKB,WM,0,19,40,20,1,19,,760
2015,SAB,SXM,WM,0,20,28,15,1455,29812,,834736
2015,SBH,ANU,PV,0,12,87,39,69,836,,72732
2015,SBH,ANU,TJ,0,9,87,39,321,2889,,251343
2015,SBH,AXA,Q3,0,9,25,15,365,3285,,82125
2015,SBH,NEV,TJ,0,9,51,31,51,459,,23409
2015,SBH,PTP,3S,0,19,143,60,633,12027,,1719861
2015,SBH,SAB,WM,0,19,31,15,2,38,,1178
2015,SBH,SFG,PV,0,13,19,15,967,12388,,235372
2015,SBH,SJU,TJ,0,9,211,70,2097,18873,,3982203
2015,SBH,STT,TJ,0,9,143,54,177,1593,,227799
2015,SBH,SXM,PV,0,13,19,15,3948,50932,,967708
2015,SBH,SXM,TX,0,9,19,15,120,1048,,19912
2015,SBH,SXM,WM,0,19,19,15,5730,111709,,2122471
2015,SCI,PAC,7P,0,8,508,55,129,1032,,524256
2015,SCL,AEP,AR,0,102,713,115,1234,125452,,89447276
2015,SCL,AEP,LA,0,155,713,124,1095,169288,,120702344
2015,SCL,AKL,LA,0,255,5996,790,425,108290,,649306840
2015,SCL,ANF,H2,0,126,687,123,1796,226604,,155676948
2015,SCL,ANF,LA,0,156,687,122,5260,821476,,564354012
2015,SCL,ARI,H2,0,124,1039,162,342,42408,,44061912
2015,SCL,ARI,LA,0,159,1039,160,904,143368,,148959352
2015,SCL,ASU,PZ,0,156,975,158,215,33528,,32689800
2015,SCL,ATL,DL,0,208,4711,593,365,75920,,357659120
2015,SCL,BBA,LA,0,156,865,142,412,64326,,55641990
2015,SCL,BOG,AV,0,190,2639,351,733,139042,,366931838
2015,SCL,BOG,LA,0,214,2639,372,651,139032,,366905448
2015,SCL,BSB,G3,0,170,1868,265,11,1870,,3493160
2015,SCL,CCP,H2,0,130,266,70,1073,139188,,37024008
2015,SCL,CCP,LA,0,159,266,68,2483,395236,,105132776
2015,SCL,CCS,LA,0,214,3047,415,22,4708,,14345276
2015,SCL,CDG,AF,0,267,7247,826,365,97379,,705705613
2015,SCL,CJC,H2,0,126,761,127,1308,164948,,125525428
2015,SCL,CJC,LA,0,167,761,128,3377,562322,,427927042
2015,SCL,CNF,G3,0,170,1901,265,6,1020,,1939020
2015,SCL,COR,LA,0,154,410,89,474,73188,,30007080
2015,SCL,CPO,H2,0,129,423,87,629,80908,,34224084
2015,SCL,CPO,LA,0,160,423,89,1058,168914,,71450622
2015,SCL,CUN,LA,0,244,3904,496,72,17548,,68507392
2015,SCL,DFW,AA,0,247,4884,605,365,90109,,440092356
2015,SCL,EZE,4M,0,150,707,190,2,300,,212100
2015,SCL,EZE,AC,0,260,707,117,262,68054,,48114178
2015,SCL,EZE,AR,0,99,707,115,543,53582,,37882474
2015,SCL,EZE,H2,0,124,707,121,938,116312,,82232584
2015,SCL,EZE,KL,0,408,707,111,196,79876,,56472332
2015,SCL,EZE,LA,0,165,707,124,2231,367360,,259723520
2015,SCL,FLN,LA,0,150,1378,205,41,6158,,8485724
2015,SCL,GIG,G3,0,170,1823,241,25,4250,,7747750
2015,SCL,GIG,JJ,0,164,1823,245,564,92472,,168576456
2015,SCL,GIG,LA,0,150,1823,255,596,89670,,163468410
2015,SCL,GRU,G3,0,170,1624,224,684,116280,,188838720
2015,SCL,GRU,H2,0,124,1624,235,648,80352,,130491648
2015,SCL,GRU,JJ,0,235,1624,234,1025,240396,,390403104
2015,SCL,GRU,LA,0,187,1624,234,1515,282602,,458945648
2015,SCL,GYE,LA,0,138,2235,323,330,45666,,102063510
2015,SCL,IAH,UA,0,183,4660,596,365,66795,,311264700
2015,SCL,IGU,JJ,0,220,1116,165,1,220,,245520
2015,SCL,IPC,LA,0,233,2330,346,430,100268,,233624440
2015,SCL,IQQ,H2,0,128,888,147,1144,146588,,130170144
2015,SCL,IQQ,LA,0,159,888,145,2561,407618,,361964784
2015,SCL,JFK,LA,0,259,5115,634,385,99750,,510221250
2015,SCL,LIM,AV,0,180,1528,230,369,66418,,101486704
2015,SCL,LIM,H2,0,124,1528,230,527,65582,,100209296
2015,SCL,LIM,LA,0,178,1528,233,3085,548402,,837958256
2015,SCL,LSC,H2,0,125,241,68,810,101142,,24375222
2015,SCL,LSC,LA,0,156,241,67,1358,211632,,51003312
2015,SCL,MAD,IB,0,340,6656,771,431,146342,,974052352
2015,SCL,MAD,LA,0,250,6656,764,408,102140,,679843840
2015,SCL,MDZ,LA,0,152,122,61,864,131672,,16063984
2015,SCL,MEX,AM,0,238,4096,506,262,62456,,255819776
2015,SCL,MEX,LA,0,217,4096,530,370,80152,,328302592
2015,SCL,MIA,4M,0,150,4133,549,122,18300,,75633900
2015,SCL,MIA,AA,0,231,4133,527,467,107781,,445458873
2015,SCL,MIA,LA,0,238,4133,523,725,172907,,714624631
2015,SCL,MIA,XL,0,168,4133,549,121,20328,,84015624
2015,SCL,MVD,4M,0,221,849,150,13,2873,,2439177
2015,SCL,MVD,LA,0,155,849,138,851,131624,,111748776
2015,SCL,PMC,H2,0,136,570,105,1214,164732,,93897240
2015,SCL,PMC,LA,0,162,570,106,2828,457048,,260517360
2015,SCL,POA,G3,0,170,1174,165,15,2550,,2993700
2015,SCL,PTY,CM,0,155,2985,404,1708,264740,,790248900
2015,SCL,PUJ,LA,0,244,3591,470,69,16854,,60522714
2015,SCL,PUQ,H2,0,150,1354,208,58,8700,,11779800
2015,SCL,PUQ,LA,0,160,1354,205,1200,192444,,260569176
2015,SCL,SSA,UX,0,299,2482,295,18,5382,,13358124
2015,SCL,SYD,QF,0,355,7044,853,216,76784,,540866496
2015,SCL,UIO,LA,0,136,2350,335,88,11968,,28124800
2015,SCL,YYZ,AC,0,260,5350,650,262,68054,,364088900
2015,SCL,ZAL,H2,0,124,450,81,227,28148,,12666600
2015,SCL,ZAL,LA,0,156,450,90,66,10296,,4633200
2015,SCL,ZCO,H2,0,126,395,80,768,96844,,38253380
2015,SCL,ZCO,LA,0,157,395,82,1353,211834,,83674430
2015,SCL,ZOS,H2,0,124,513,95,18,2232,,1145016
2015,SCL,ZOS,LA,0,154,513,97,365,56296,,28879848
2015,SCU,ADW,AZ,0,230,1302,210,1,230,,299460
2015,SCU,FCO,BV,0,210,5210,606,52,10920,,56893200
2015,SCU,HAV,CRN,0,68,470,120,104,7072,,3323840
2015,SCU,HAV,CU,0,121,470,93,1084,130831,,61490570
2015,SCU,PAP,CRN,0,68,250,70,76,5168,,1292000
2015,SCU,PAP,S6,0,19,250,70,175,3325,,831250
2015,SCU,PLS,JY,0,19,262,70,7,133,,34846
2015,SCU,SDQ,CU,0,99,416,78,78,7747,,3222752
2015,SCU,UPB,GTV,0,46,481,120,6,276,,132756
2015,SCU,YUL,WG,0,189,1765,263,13,2457,,4336605
2015,SCU,YYZ,CU,0,180,1651,247,33,5940,,9806940
2015,SCU,YYZ,WG,0,189,1651,239,19,3591,,5928741
2015,SCY,GYE,AV,0,124,677,110,400,49640,,33606280
2015,SCY,GYE,EQ,0,117,677,105,156,18229,,12341033
2015,SCY,GYE,XL,0,124,677,113,209,25916,,17545132
2015,SDE,AEP,AR,0,110,584,98,407,44740,,26128160
2015,SDQ,ANU,JY,0,30,525,120,7,210,,110250
2015,SDQ,ANU,LI,0,46,525,130,9,418,,219450
2015,SDQ,ATL,DL,0,155,1390,212,365,56703,,78817170
2015,SDQ,AUA,7N,0,100,409,75,78,7800,,3190200
2015,SDQ,AUA,8I,0,81,409,81,53,4278,,1749702
2015,SDQ,BOG,AV,0,141,994,169,434,61360,,60991840
2015,SDQ,BOS,B6,0,150,1654,239,365,54750,,90556500
2015,SDQ,CCS,R7,0,150,568,113,151,22650,,12865200
2015,SDQ,CDG,AF,0,326,4462,513,143,46627,,208049674
2015,SDQ,CUR,5R,0,115,433,70,58,6670,,2888110
2015,SDQ,CUR,7I,0,113,433,99,169,19098,,8269434
2015,SDQ,CUR,7N,0,150,433,75,78,11700,,5066100
2015,SDQ,EIS,V6,0,8,336,90,68,544,,182784
2015,SDQ,EIS,YO,0,8,336,90,14,112,,37632
2015,SDQ,EWR,UA,0,169,1560,246,464,78329,,122193240
2015,SDQ,FDF,3S,0,46,631,150,4,184,,116104
2015,SDQ,FLL,B6,0,148,852,145,385,56900,,48478800
2015,SDQ,FLL,NK,0,156,852,145,338,52820,,45002640
2015,SDQ,FRA,DE,0,270,4731,570,183,49410,,233758710
2015,SDQ,GIG,G3,0,170,3359,430,25,4250,,14275750
2015,SDQ,GRU,G3,0,170,3285,425,59,10030,,32948550
2015,SDQ,HAV,7N,0,150,880,150,8,1200,,1056000
2015,SDQ,HAV,CU,0,145,880,139,118,17068,,15019840
2015,SDQ,JFK,B6,0,160,1553,235,2011,321330,,499025490
2015,SDQ,JFK,DL,0,160,1553,234,1382,221165,,343469245
2015,SDQ,JFK,UX,0,299,1553,230,3,897,,1393041
2015,SDQ,KIN,JY,0,30,468,115,43,1290,,603720
2015,SDQ,LIM,AV,0,150,2161,285,1,150,,324150
2015,SDQ,MAD,IB,0,270,4155,485,339,91601,,380602155
2015,SDQ,MAD,UX,0,297,4155,503,367,109131,,453439305
2015,SDQ,MCO,B6,0,106,1008,164,365,38800,,39110400
2015,SDQ,MCO,G3,0,170,1008,175,59,10030,,10110240
2015,SDQ,MIA,AA,0,178,848,147,1235,220155,,186691440
2015,SDQ,MIA,G3,0,170,848,150,59,10030,,8505440
2015,SDQ,ORY,TX,0,361,4454,519,144,52016,,231679264
2015,SDQ,PAP,JY,0,30,171,55,10,300,,51300
2015,SDQ,PHL,AA,0,129,1518,233,16,2070,,3142260
2015,SDQ,PHL,US,0,140,1518,241,50,6980,,10595640
2015,SDQ,PLS,JY,0,30,285,75,154,4620,,1316700
2015,SDQ,PTP,3S,0,46,557,135,134,6164,,3433348
2015,SDQ,PTP,TX,0,70,557,140,124,8680,,4834760
2015,SDQ,PTY,CM,0,146,916,154,1814,264712,,242476192
2015,SDQ,PUJ,TB,0,250,86,41,104,25980,,2234280
2015,SDQ,SCU,CU,0,99,416,77,91,9009,,3747744
2015,SDQ,SJO,DE,0,270,1132,167,131,35370,,40038840
2015,SDQ,SJU,B6,0,108,240,60,1304,140950,,33828000
2015,SDQ,SJU,BB,0,34,240,75,365,12410,,2978400
2015,SDQ,SXM,7I,0,151,431,80,163,24678,,10636218
2015,SDQ,SXM,7N,0,139,431,75,85,11850,,5107350
2015,SDQ,SXM,8I,0,79,431,83,53,4206,,1812786
2015,SDQ,VCP,G3,0,170,3239,420,34,5780,,18721420
2015,SDU,AJU,JJ,0,144,915,135,50,7200,,6588000
2015,SDU,BPS,AD,0,106,519,93,115,12190,,6326610
2015,SDU,BPS,G3,0,144,519,90,2,288,,149472
2015,SDU,BSB,AD,0,107,576,110,332,35456,,20422656
2015,SDU,BSB,G3,0,164,576,103,2340,384228,,221315328
2015,SDU,BSB,JJ,0,144,576,111,2151,309344,,178182144
2015,SDU,BSB,O6,0,123,576,118,1400,171892,,99009792
2015,SDU,CAW,AD,0,70,145,62,129,9030,,1309350
2015,SDU,CGH,AD,0,110,227,66,52,5704,,1294808
2015,SDU,CGH,G3,0,160,227,55,9914,1589388,,360791076
2015,SDU,CGH,JJ,0,144,227,63,9082,1305888,,296436576
2015,SDU,CGH,O6,0,131,227,59,4019,527448,,119730696
2015,SDU,CGR,AD,0,106,757,143,64,6784,,5135488
2015,SDU,CNF,AD,0,110,231,68,1871,205526,,47476506
2015,SDU,CNF,G3,0,160,231,73,2123,340552,,78667512
2015,SDU,CNF,JJ,0,144,231,61,1160,166800,,38530800
2015,SDU,CWB,AD,0,108,419,91,1139,123014,,51542866
2015,SDU,FLN,AD,0,106,470,92,298,31588,,14846360
2015,SDU,FLN,G3,0,168,470,77,45,7546,,3546620
2015,SDU,GRU,AD,0,110,213,76,2114,233528,,49741464
2015,SDU,GRU,G3,0,164,213,69,2946,484362,,103169106
2015,SDU,GYN,AD,0,106,586,114,404,42824,,25094864
2015,SDU,IGU,G3,0,144,737,130,2,288,,212256
2015,SDU,IOS,AD,0,106,620,120,24,2544,,1577280
2015,SDU,IOS,G3,0,144,620,135,2,288,,178560
2015,SDU,IOS,JJ,0,144,620,105,21,3024,,1874880
2015,SDU,MEA,AD,0,46,97,53,229,10534,,1021798
2015,SDU,NVT,AD,0,106,440,97,290,30800,,13552000
2015,SDU,NVT,G3,0,160,440,90,13,2080,,915200
2015,SDU,PLU,AD,0,70,216,79,533,37310,,8058960
2015,SDU,POA,AD,0,106,695,126,893,94658,,65787310
2015,SDU,SSA,AD,0,106,759,127,147,15606,,11844954
2015,SDU,SSA,G3,0,168,759,105,121,20362,,15454758
2015,SDU,UDI,AD,0,106,429,89,202,21424,,9190896
2015,SDU,VCP,AD,0,113,253,72,4597,520930,,131795290
2015,SDU,VCP,G3,0,164,253,74,1604,262852,,66501556
2015,SDU,VIX,AD,0,106,259,70,1156,122716,,31783444
2015,SDU,VIX,G3,0,164,259,66,1759,288838,,74809042
2015,SDU,VIX,JJ,0,144,259,62,190,27320,,7075880
2015,SFD,CCS,V0,0,72,190,50,103,7382,,1402580
2015,SFG,PTP,3S,0,46,162,50,1307,60122,,9739764
2015,SFG,PTP,TX,0,70,162,55,1219,85362,,13828644
2015,SFG,SBH,PV,0,13,19,15,1029,12946,,245974
2015,SFG,SXM,3S,0,46,6,15,68,3128,,18768
2015,SFN,AEP,8R,0,34,240,69,587,19958,,4789920
2015,SFN,AEP,AR,0,96,240,60,296,28416,,6819840
2015,SJE,BOG,9R,0,46,179,79,194,8924,,1597396
2015,SJK,BSB,JJ,0,145,525,105,147,21300,,11182500
2015,SJL,TFF,AD,0,48,273,80,45,2166,,591318
2015,SJP,BPS,AD,0,106,740,112,5,530,,392200
2015,SJP,BSB,JJ,0,149,355,81,278,41396,,14695580
2015,SJP,CGB,AD,0,70,566,149,345,24150,,13668900
2015,SJP,CGH,JJ,0,148,261,60,1402,206860,,53990460
2015,SJP,GRU,2Z,0,72,259,82,169,12168,,3151512
2015,SJP,RAO,2Z,0,72,107,39,306,22032,,2357424
2015,SJP,RAO,AD,0,118,107,48,5,590,,63130
2015,SJP,UDI,AD,0,118,155,41,42,4956,,768180
2015,SJP,VCP,AD,0,78,209,69,1458,113652,,23753268
2015,SKB,ANU,BA,0,297,62,30,104,30888,,1915056
2015,SKB,ANU,LI,0,72,62,30,775,55800,,3459600
2015,SKB,ATL,DL,0,168,1754,266,41,6876,,12060504
2015,SKB,BGI,LI,0,46,363,100,73,3358,,1218954
2015,SKB,CLT,AA,0,137,1667,252,10,1368,,2280456
2015,SKB,CLT,US,0,134,1667,252,33,4430,,7384810
2015,SKB,EIS,LI,0,72,142,50,108,7776,,1104192
2015,SKB,EWR,UA,0,152,1752,270,2,304,,532608
2015,SKB,JFK,AA,0,167,1740,268,49,8182,,14236680
2015,SKB,MIA,AA,0,150,1269,200,546,81900,,103931100
2015,SKB,MIA,UP,0,120,1269,195,1,120,,152280
2015,SKB,NAS,UP,0,120,1087,150,5,600,,652200
2015,SKB,NEV,BB,0,34,11,20,157,5338,,58718
2015,SKB,NEV,WM,0,19,11,15,346,6574,,72314
2015,SKB,POS,BW,0,154,473,95,1,154,,72842
2015,SKB,SAB,WM,0,19,40,20,1,19,,760
2015,SKB,SBH,WM,0,19,42,25,2,38,,1596
2015,SKB,SJU,BB,0,34,229,70,367,12478,,2857462
2015,SKB,SXM,LI,0,56,56,30,685,38392,,2149952
2015,SKB,SXM,WM,0,19,56,30,408,7752,,434112
2015,SKB,YYZ,AC,0,122,2070,324,16,1946,,4028220
2015,SKB,YYZ,BW,0,154,2070,300,1,154,,318780
2015,SLA,AEP,AR,0,144,792,120,2033,293330,,232317360
2015,SLA,AEP,LA,0,156,792,124,940,146568,,116081856
2015,SLA,AEP,OY,0,165,792,120,215,35475,,28096200
2015,SLA,COR,AR,0,96,452,80,261,25056,,11325312
2015,SLA,EZE,AR,0,148,803,115,1,148,,118844
2015,SLA,EZE,LA,0,156,803,124,2,312,,250536
2015,SLA,IGR,AR,0,96,690,110,261,25056,,17288640
2015,SLA,IQQ,LA,0,156,421,85,16,2496,,1050816
2015,SLA,MDZ,AR,0,96,585,103,157,15072,,8817120
2015,SLA,RES,AR,0,170,437,75,1,170,,74290
2015,SLA,TJA,Z8,0,50,233,50,112,5600,,1304800
2015,SLA,VVI,OB,0,122,520,90,106,12932,,6724640
2015,SLU,ANU,LI,0,72,221,65,362,26064,,5760144
2015,SLU,BGI,LI,0,62,120,45,1038,64206,,7704720
2015,SLU,DOM,LI,0,66,106,40,4,262,,27772
2015,SLU,FDF,3S,0,46,39,25,86,3956,,154284
2015,SLU,FDF,LI,0,46,39,25,157,7222,,281658
2015,SLU,FDF,TX,0,70,39,20,175,12254,,477906
2015,SLU,POS,BW,0,72,238,65,365,26280,,6254640
2015,SLU,POS,LI,0,46,238,70,365,16790,,3996020
2015,SLX,GDT,9Q,0,9,8,10,312,2808,,22464
2015,SLX,PLS,9Q,0,9,73,30,24,216,,15768
2015,SLZ,BEL,AD,0,81,304,83,276,22344,,6792576
2015,SLZ,BEL,G3,0,170,304,68,730,124100,,37726400
2015,SLZ,BEL,JJ,0,170,304,65,53,8988,,2732352
2015,SLZ,BSB,G3,0,169,950,144,719,121866,,115772700
2015,SLZ,BSB,JJ,0,176,950,145,528,92974,,88325300
2015,SLZ,CNF,AD,0,118,1177,170,653,77054,,90692558
2015,SLZ,CNF,G3,0,169,1177,167,197,33204,,39081108
2015,SLZ,FOR,AD,0,83,402,101,318,26436,,10627272
2015,SLZ,FOR,G3,0,169,402,76,1103,186522,,74981844
2015,SLZ,FOR,JJ,0,193,402,76,642,123594,,49684788
2015,SLZ,GIG,G3,0,165,1397,199,286,47086,,65779142
2015,SLZ,GIG,JJ,0,167,1397,201,245,40812,,57014364
2015,SLZ,GRU,G3,0,169,1446,204,357,60456,,87419376
2015,SLZ,GRU,JJ,0,195,1446,217,368,71610,,103548060
2015,SLZ,IMP,AD,0,70,300,80,62,4340,,1302000
2015,SLZ,IMP,G3,0,154,300,57,356,54826,,16447800
2015,SLZ,IMP,JJ,0,165,300,62,317,52158,,15647400
2015,SLZ,REC,AD,0,118,745,123,48,5664,,4219680
2015,SLZ,REC,G3,0,165,745,109,46,7612,,5670940
2015,SLZ,THE,AD,0,115,196,53,621,71394,,13993224
2015,SLZ,THE,G3,0,170,196,52,14,2380,,466480
2015,SML,NAS,PL,0,19,170,45,625,11875,,2018750
2015,SML,NAS,PNP,0,19,170,45,417,7923,,1346910
2015,SMR,BOG,AV,0,138,443,89,3527,486272,,215418496
2015,SMR,BOG,LA,0,156,443,95,1040,162168,,71840424
2015,SMR,BOG,VVC,0,150,443,89,319,47850,,21197550
2015,SMR,MDE,AV,0,147,352,74,467,68784,,24211968
2015,SMR,MDE,VVC,0,150,352,75,283,42450,,14942400
2015,SNC,UIO,EQ,0,57,223,70,159,9054,,2019042
2015,SNU,CCC,WG,0,189,103,45,6,1134,,116802
2015,SNU,CUN,DE,0,270,455,95,1,270,,122850
2015,SNU,CUN,TS,0,189,455,90,10,1890,,859950
2015,SNU,HAV,CU,0,240,160,50,19,4562,,729920
2015,SNU,LIR,TS,0,189,901,160,1,189,,170289
2015,SNU,MXP,BV,0,210,5057,586,14,2940,,14867580
2015,SNU,MXP,IG,0,253,5057,590,2,506,,2558842
2015,SNU,NAS,UP,0,120,235,60,16,1920,,451200
2015,SNU,PTY,CM,0,116,927,143,114,13197,,12233619
2015,SNU,PVR,TS,0,250,1628,265,1,250,,407000
2015,SNU,YEG,WG,0,189,2760,402,13,2457,,6781320
2015,SNU,YHZ,AC,0,97,1804,242,11,1067,,1924868
2015,SNU,YHZ,TS,0,189,1804,255,9,1701,,3068604
2015,SNU,YHZ,WG,0,189,1804,245,29,5481,,9887724
2015,SNU,YKF,WG,0,189,1448,190,1,189,,273672
2015,SNU,YOW,AC,0,97,1595,225,24,2328,,3713160
2015,SNU,YOW,TS,0,161,1595,230,9,1447,,2307965
2015,SNU,YOW,WG,0,189,1595,226,40,7560,,12058200
2015,SNU,YQB,TS,0,222,1744,231,42,9341,,16290704
2015,SNU,YQB,WG,0,189,1744,238,88,16632,,29006208
2015,SNU,YQG,WG,0,189,1377,208,30,5670,,7807590
2015,SNU,YQR,WG,0,189,2344,340,15,2835,,6645240
2015,SNU,YSJ,WG,0,189,1764,240,12,2268,,4000752
2015,SNU,YUL,AC,0,120,1625,229,106,12724,,20676500
